,dt,f1,f5,f2,f4,agg,f3,cd_f1,cd_f5,cd_f2,cd_f4,cd_agg,cd_f3,Size,cd_coper,sz_anal,cd_anal,sz_dist,cd_dist,sz_logg,cd_logg
1044,20250504,4281,4909,1596,632,,41296,5232339,6284619,2712701,948765,,57395446,5324719,-51887,2947802,1361,4631246,1393,373596,61
1045,20250505,3647,4870,1556,642,,42032,5235986,6289489,2714257,949407,,57437478,5327326,2607,2940621,-7181,4635824,4578,374098,502
1046,20250506,3753,5068,1640,697,,49262,5239739,6294557,2715897,950104,,57486740,5329110,1784,2947102,6481,4639499,3675,375930,1832
1047,20250507,3782,4419,1473,685,,37970,5243521,6298976,2717370,950789,,57524710,5331684,2574,2951868,4766,4642341,2842,376060,130
1048,20250508,970,1260,590,134,,11138,5244491,6300236,2717960,950923,,57535848,5320896,-10788,2953658,1790,4636809,-5532,375277,-783
1049,20250509,775,1107,523,136,,10434,5245266,6301343,2718483,951059,,57546282,5326066,5170,2953877,219,4605030,-31779,370061,-5216
1050,20250510,3825,4778,1725,683,,40166,5249091,6306121,2720208,951742,,57586448,5335679,9613,2954622,745,4632271,27241,377346,7285
1051,20250511,3831,4965,1660,747,,40806,5252922,6311086,2721868,952489,,57627254,5332202,-3477,2957706,3084,4642201,9930,378241,895
1052,20250512,3548,4833,1583,714,,41536,5256470,6315919,2723451,953203,,57668790,5335646,3444,2956337,-1369,4642430,229,379503,1262
1053,20250513,4131,4791,1603,757,,39288,5260601,6320710,2725054,953960,,57708078,5341704,6058,2960913,4576,4648320,5890,379549,46
1054,20250514,3568,4354,1516,739,,39298,5264169,6325064,2726570,954699,,57747376,5344625,2921,2962903,1990,4649185,865,379364,-185
1055,20250515,1076,1254,580,135,,12816,5265245,6326318,2727150,954834,,57760192,5347655,3030,2967400,4497,4644076,-5109,376753,-2611
1056,20250516,962,1315,572,146,,12499,5266207,6327633,2727722,954980,,57772691,5350570,2915,2967492,92,4613628,-30448,371496,-5257
1057,20250517,3731,4585,1669,691,,38818,5269938,6332218,2729391,955671,,57811509,5361684,11114,2968467,975,4646539,32911,377774,6278
1058,20250518,4256,5261,1738,790,,44642,5274194,6337479,2731129,956461,,57856151,5351505,-10179,2971003,2536,4655398,8859,377825,51
1059,20250519,4366,4826,1666,762,,41654,5278560,6342305,2732795,957223,,57897805,5357418,5913,2973067,2064,4656957,1559,378404,579
1060,20250520,4235,4865,1528,730,,40225,5282795,6347170,2734323,957953,,57938030,5393114,35696,2973385,318,4654298,-2659,379202,798
1061,20250521,3402,4297,1390,706,,36749,5286197,6351467,2735713,958659,,57974779,5396929,3815,2978257,4872,4652009,-2289,379274,72
1062,20250522,1001,1180,548,142,,13489,5287198,6352647,2736261,958801,,57988268,5398239,1310,2986732,8475,4651998,-11,378111,-1163
1063,20250523,932,1137,557,173,,11617,5288130,6353784,2736818,958974,,57999885,5403380,5141,3000909,14177,4613166,-38832,372659,-5452
1064,20250524,3776,5159,1677,775,,44901,5291906,6358943,2738495,959749,,58044786,5408303,4923,3002291,1382,4637035,23869,378925,6266
1065,20250525,4004,5352,1685,817,,45013,5295910,6364295,2740180,960566,,58089799,5405951,-2352,3004984,2693,4646171,9136,378976,51
1066,20250526,3783,5099,1679,767,,40221,5299693,6369394,2741859,961333,,58130020,5412037,6086,3001940,-3044,4650277,4106,379457,481
1067,20250527,3758,4959,1632,781,,46892,5303451,6374353,2743491,962114,,58176912,5422164,10127,3004314,2374,4650449,172,379511,54
1068,20250528,3352,4110,1431,732,,37979,5306803,6378463,2744922,962846,,58214891,5411279,-10885,3010101,5787,4652157,1708,378802,-709
1069,20250529,894,1128,543,168,,14287,5307697,6379591,2745465,963014,,58229178,5416451,5172,3017462,7361,4655164,3007,377569,-1233
1070,20250530,819,1030,483,138,,10961,5308516,6380621,2745948,963152,,58240139,5423529,7078,3017475,13,4623207,-31957,372140,-5429
1071,20250601,3817,4603,1594,646,,41848,5312333,6385224,2747542,963798,,58281987,5527989,104460,3019730,2255,4652955,29748,377918,5778
1072,20250602,3611,4683,1621,719,,45028,5315944,6389907,2749163,964517,,58327015,5517136,-10853,3024142,4412,4669019,16064,378803,885
1073,20250603,3747,4778,1566,722,,47896,5319691,6394685,2750729,965239,,58374911,5426269,-90867,3018175,-5967,4674720,5701,379347,544
1074,20250604,3413,4448,1500,684,,37893,5323104,6399133,2752229,965923,,58412804,5431826,5557,3021517,3342,4674663,-57,381062,1715
1075,20250605,3275,3697,1282,568,,33117,5326379,6402830,2753511,966491,,58445921,5436647,4821,3026221,4704,4665219,-9444,381158,96
1076,20250606,939,1132,545,137,,13138,5327318,6403962,2754056,966628,,58459059,5429423,-7224,3031113,4892,4659079,-6140,380502,-656
1077,20250607,875,1057,542,137,,28697,5328193,6405019,2754598,966765,,58487756,5435066,5643,3031728,615,4638333,-20746,375089,-5413
1078,20250608,3595,4747,1630,749,,45691,5331788,6409766,2756228,967514,,58533447,5442412,7346,3032506,778,4676061,37728,380649,5560
1079,20250609,4187,4968,1722,711,,41573,5335975,6414734,2757950,968225,,58575020,5434490,-7922,3035271,2765,4676964,903,380818,169
1080,20250610,3594,5232,1984,664,,39947,5339569,6419966,2759934,968889,,58614967,5436980,2490,3033551,-1720,4677653,689,380924,106
1081,20250611,3865,5338,2120,772,,41381,5343434,6425304,2762054,969661,,58656348,5442375,5395,3038793,5242,4676081,-1572,379974,-950
1082,20250612,3199,4076,1664,651,,33561,5346633,6429380,2763718,970312,,58689909,5444853,2478,3042778,3985,4678370,2289,376723,-3251
1083,20250613,755,979,536,104,,13335,5347388,6430359,2764254,970416,,58703244,5445810,957,3044495,1717,4672061,-6309,371593,-5130
1084,20250614,949,1072,554,119,,11234,5348337,6431431,2764808,970535,,58714478,5451023,5213,3044497,2,4639062,-32999,365836,-5757
1085,20250615,3765,4953,2098,772,,41218,5352102,6436384,2766906,971307,,58755696,5462518,11495,3045251,754,4668966,29904,370115,4279
1086,20250616,3934,5383,2120,766,,42260,5356036,6441767,2769026,972073,,58797956,5455245,-7273,3047488,2237,4680333,11367,370174,59
1087,20250617,3450,4696,1982,653,,37987,5359486,6446463,2771008,972726,,58835943,5458484,3239,3045043,-2445,4684847,4514,368108,-2066
1088,20250618,3715,5091,2022,714,,37253,5363201,6451554,2773030,973440,,58873196,5466119,7635,3047510,2467,4686821,1974,367309,-799
1089,20250619,2602,4049,1579,651,,37158,5365803,6455603,2774609,974091,,58910354,5468249,2130,3049937,2427,4687140,319,365679,-1630
1090,20250620,691,992,545,88,,15213,5366494,6456595,2775154,974179,,58925567,5467953,-296,3053284,3347,4686091,-1049,361594,-4085
1091,20250621,698,819,471,79,,9880,5367192,6457414,2775625,974258,,58935447,5473339,5386,3053287,3,4660124,-25967,356685,-4909
1092,20250622,2319,3642,1504,550,,30597,5369511,6461056,2777129,974808,,58966044,5481637,8298,3055314,2027,4690217,30093,359639,2954
1093,20250623,1981,3154,1264,472,,29450,5371492,6464210,2778393,975280,,58995494,5480267,-1370,3055327,13,4696230,6013,359677,38
1094,20250624,718,1196,671,168,,20005,5372210,6465406,2779064,975448,,59015499,5480233,-34,3051929,-3398,4688706,-7524,354139,-5538
1095,20250625,359,403,341,31,,14973,5372569,6465809,2779405,975479,,59030472,5472022,-8211,3051925,-4,4656981,-31725,348053,-6086
1096,20250626,482,563,401,58,,11179,5373051,6466372,2779806,975537,,59041651,5475595,3573,3052325,400,4614082,-42899,341043,-7010
1097,20250627,478,616,430,54,,7886,5373529,6466988,2780236,975591,,59049537,5477430,1835,3053401,1076,4567065,-47017,331571,-9472
1098,20250628,618,766,459,83,,3569,5374147,6467754,2780695,975674,,59053106,5481951,4521,3053402,1,4530468,-36597,323933,-7638
1099,20250629,1178,2151,897,284,,23042,5375325,6469905,2781592,975958,,59076148,5500392,18441,3052802,-600,4541522,11054,323745,-188
1100,20250630,1224,2025,982,249,,22174,5376549,6471930,2782574,976207,,59098322,5507488,7096,3053522,720,4543469,1947,323817,72
1101,20250630,854,1515,770,201,,21824,5377403,6473445,2783344,976408,,59120146,5500165,-7323,3053331,-191,4524516,-18953,318814,-5003
1102,20250701,575,715,437,64,,9804,5377978,6474160,2783781,976472,,59129950,5497839,-2326,3053342,11,4503119,-21397,313044,-5770
1103,20250702,1393,2027,1009,322,,24073,5379371,6476187,2784790,976794,,59154023,5627177,129338,3054922,1580,4458230,-44889,306132,-6912
1104,20250703,840,952,568,95,,16594,5380211,6477139,2785358,976889,,59170617,5543922,-83255,3059133,4211,4441676,-16554,300880,-5252
1105,20250704,884,936,576,87,,31520,5381095,6478075,2785934,976976,,59202137,5548699,4777,3059142,9,4422252,-19424,295946,-4934
1106,20250705,2493,3830,1911,562,,33054,5383588,6481905,2787845,977538,,59235191,5556626,7927,3058947,-195,4454224,31972,300027,4081
1107,20250706,2907,4592,1940,541,,44850,5386495,6486497,2789785,978079,,59280041,5518860,-37766,3059225,278,4459817,5593,300086,59
1108,20250707,3450,4720,2132,561,,37785,5389945,6491217,2791917,978640,,59317826,5521459,2599,3057586,-1639,4464425,4608,300448,362
1109,20250708,3653,5033,2123,681,,38433,5393598,6496250,2794040,979321,,59356259,5529561,8102,3062885,5299,4456356,-8069,300501,53
1110,20250709,2960,4078,1782,622,,34227,5396558,6500328,2795822,979943,,59390486,5532470,2909,3067535,4650,4454242,-2114,300300,-201
1111,20250710,1035,1286,644,143,,13555,5397593,6501614,2796466,980086,,59404041,5523599,-8871,3069365,1830,4449309,-4933,298055,-2245
1112,20250711,1071,1264,648,151,,12633,5398664,6502878,2797114,980237,,59416674,5528612,5013,3069396,31,4415257,-34052,292904,-5151
1113,20250712,3321,4594,2091,630,,34703,5401985,6507472,2799205,980867,,59451377,5538580,9968,3069602,206,4444066,28809,298754,5850
1114,20250713,3800,4788,2051,622,,50062,5405785,6512260,2801256,981489,,59501439,5541169,2589,3072190,2588,4449317,5251,299127,373
1115,20250714,3807,4938,2042,637,,40292,5409592,6517198,2803298,982126,,59541731,5544141,2972,3072963,773,4447110,-2207,299944,817
1116,20250715,3755,5034,2140,648,,40245,5413347,6522232,2805438,982774,,59581976,5547828,3687,3073827,864,4438773,-8337,300666,722
1117,20250716,3426,4682,1828,635,,35891,5416773,6526914,2807266,983409,,59617867,5552593,4765,3078824,4997,4432934,-5839,300776,110
1118,20250717,1092,1323,617,130,,16350,5417865,6528237,2807883,983539,,59634217,5552939,346,3083459,4635,4428531,-4403,299883,-893
1119,20250718,1202,1459,687,165,,14415,5419067,6529696,2808570,983704,,59648632,5558683,5744,3083978,519,4396927,-31604,296064,-3819
1120,20250719,3889,5134,2211,654,,37661,5422956,6534830,2810781,984358,,59686293,5564024,5341,3084530,552,4429645,32718,303792,7728
1121,20250720,3920,5568,2302,633,,39376,5426876,6540398,2813083,984991,,59725669,5564390,366,3087820,3290,4432161,2516,303854,62
1122,20250721,3888,5639,2300,643,,38633,5430764,6546037,2815383,985634,,59764302,5567523,3133,3085387,-2433,4438438,6277,303478,-376
1123,20250722,4028,5260,2290,695,,41373,5434792,6551297,2817673,986329,,59805675,5573253,5730,3088493,3106,4432470,-5968,302958,-520
1124,20250723,3473,4675,1851,590,,36838,5438265,6555972,2819524,986919,,59842513,5575988,2735,3093030,4537,4426435,-6035,303060,102
1125,20250724,1216,1695,714,180,,22566,5439481,6557667,2820238,987099,,59865079,5571586,-4402,3098242,5212,4423563,-2872,300289,-2771
1126,20250725,1214,1509,684,171,,7481,5440695,6559176,2820922,987270,,59872560,5568429,-3157,3098253,11,4401410,-22153,295093,-5196
1127,20250726,3723,5150,2262,759,,41529,5444418,6564326,2823184,988029,,59914089,5588684,20255,3099036,783,4428365,26955,301993,6900
1128,20250727,4390,5932,2493,702,,43733,5448808,6570258,2825677,988731,,59957822,5576504,-12180,3101751,2715,4432090,3725,302820,827
1129,20250728,3825,5631,2198,724,,45742,5452633,6575889,2827875,989455,,60003564,5578456,1952,3101463,-288,4437895,5805,304125,1305
1130,20250729,4153,5423,2289,705,,42741,5456786,6581312,2830164,990160,,60046305,5610275,31819,3104507,3044,4441998,4103,304193,68
1131,20250730,3433,4887,1956,710,,41075,5460219,6586199,2832120,990870,,60087380,5608774,-1501,3111868,7361,4444807,2809,298897,-5296
1132,20250731,1126,1454,727,170,,15859,5461345,6587653,2832847,991040,,60103239,5587595,-21179,3116689,4821,4445202,395,299025,128
1133,20250801,1214,1347,704,163,,12431,5462559,6589000,2833551,991203,,60115670,5602645,15050,3119828,3139,4417911,-27291,297077,-1948
1134,20250802,3582,4888,2179,697,,38877,5466141,6593888,2835730,991900,,60154547,5704014,101369,3122519,2691,4457273,39362,304312,7235
1135,20250803,4250,5540,2380,733,,53393,5470391,6599428,2838110,992633,,60207940,5644751,-59263,3125173,2654,4466147,8874,306136,1824
1136,20250804,3991,5590,2286,741,,70121,5474382,6605018,2840396,993374,,60278061,5644483,-268,3118820,-6353,4488858,22711,308839,2703
1137,20250805,4131,5363,2275,715,,42331,5478513,6610381,2842671,994089,,60320392,5632183,-12300,3123387,4567,4492741,3883,309500,661
1138,20250806,3494,4802,1991,670,,39131,5482007,6615183,2844662,994759,,60359523,5635587,3404,3126371,2984,4494699,1958,310010,510
1139,20250807,1117,1372,643,134,,13347,5483124,6616555,2845305,994893,,60372870,5626785,-8802,3130872,4501,4497706,3007,310098,88
1140,20250808,1072,1386,671,162,,11915,5484196,6617941,2845976,995055,,60384785,5632561,5776,3130879,7,4466597,-31109,307806,-2292
1141,20250809,3930,5441,2284,723,,38642,5488126,6623382,2848260,995778,,60423427,5638055,5494,3131398,519,4501925,35328,314588,6782
1142,20250810,4078,5921,2401,676,,48020,5492204,6629303,2850661,996454,,60471447,5634092,-3963,3133612,2214,4513615,11690,317158,2570
1143,20250811,4079,5753,2359,706,,40893,5496283,6635056,2853020,997160,,60512340,5637845,3753,3132735,-877,4525681,12066,322700,5542
1144,20250812,4332,5872,2467,791,,42193,5500615,6640928,2855487,997951,,60554533,5652068,14223,3138829,6094,4560299,34618,329186,6486
1145,20250813,3451,4351,1858,674,,35746,5504066,6645279,2857345,998625,,60590279,5653405,1337,3141789,2960,4592065,31766,334570,5384
1146,20250814,1017,1250,624,101,,11572,5505083,6646529,2857969,998726,,60601851,5651015,-2390,3145262,3473,4596506,4441,335610,1040
1147,20250815,1035,1570,674,163,,12378,5506118,6648099,2858643,998889,,60614229,5657064,6049,3145495,233,4597401,895,336451,841
1148,20250816,3932,5258,2305,612,,40938,5510050,6653357,2860948,999501,,60655167,5668791,11727,3145857,362,4640181,42780,344268,7817
1149,20250817,4238,5406,2290,698,,40862,5514288,6658763,2863238,1000199,,60696029,5659943,-8848,3148299,2442,4664807,24626,349349,5081
1150,20250818,3809,5624,2243,673,,43732,5518097,6664387,2865481,1000872,,60739761,5663581,3638,3151101,2802,4688185,23378,354454,5105
1151,20250819,4316,5754,2211,738,,40642,5522413,6670141,2867692,1001610,,60780403,5673630,10049,3151108,7,4712973,24788,360383,5929
1152,20250820,3454,4706,1871,619,,35537,5525867,6674847,2869563,1002229,,60815940,5678297,4667,3155258,4150,4747690,34717,365332,4949
1153,20250821,1037,1407,711,140,,12355,5526904,6676254,2870274,1002369,,60828295,5675960,-2337,3159933,4675,4750268,2578,365429,97
1154,20250822,1056,1481,711,169,,14247,5527960,6677735,2870985,1002538,,60842542,5681570,5610,3160100,167,4730591,-19677,364605,-824
1155,20250823,3868,5284,2280,764,,38884,5531828,6683019,2873265,1003302,,60881426,5688321,6751,3160714,614,4753220,22629,371924,7319
1156,20250824,3915,5357,2347,647,,38876,5535743,6688376,2875612,1003949,,60920302,5692496,4175,3163206,2492,4754058,838,374484,2560
1157,20250825,4251,5712,2398,697,,40026,5539994,6694088,2878010,1004646,,60960328,5697544,5048,3162601,-605,4371937,-382121,377213,2729
1158,20250826,3842,5177,2337,738,,39824,5543836,6699265,2880347,1005384,,61000152,5725343,27799,3167278,4677,4411334,39397,377290,77
1159,20250827,3740,4905,1968,702,,51610,5547576,6704170,2882315,1006086,,61051762,5727301,1958,3175400,8122,4452564,41230,376790,-500
1160,20250828,1046,1259,651,146,,14307,5548622,6705429,2882966,1006232,,61066069,5719717,-7584,3180826,5426,4453273,709,375141,-1649
1161,20250901,1031,1332,646,144,,12214,5549653,6706761,2883612,1006376,,61078283,5733741,14024,3184030,3204,4415867,-37406,370213,-4928
1162,20250902,3721,5083,2126,711,,42019,5553374,6711844,2885738,1007087,,61120302,5810231,76490,3185870,1840,4383538,-32329,377161,6948
1163,20250903,3965,5402,2315,722,,52830,5557339,6717246,2888053,1007809,,61173132,5757021,-53210,3188416,2546,4388363,4825,377454,293
1164,20250904,4046,5687,2284,712,,49325,5561385,6722933,2890337,1008521,,61222457,5722695,-34326,3180469,-7947,4405187,16824,377780,326
1165,20250905,3915,5024,2130,641,,38466,5565300,6727957,2892467,1009162,,61260923,5725525,2830,3183414,2945,4431083,25896,377826,46
1166,20250906,3409,4853,1975,663,,54410,5568709,6732810,2894442,1009825,,61315333,5728658,3133,3187934,4520,4480773,49690,377199,-627
1167,20250907,1073,1371,671,165,,19328,5569782,6734181,2895113,1009990,,61334661,5718889,-9769,3192887,4953,4481813,1040,375609,-1590
1168,20250908,1127,1270,662,163,,6902,5570909,6735451,2895775,1010153,,61341563,5724502,5613,3192980,93,4441029,-40784,370395,-5214
1169,20250909,3602,5313,2345,747,,42989,5574511,6740764,2898120,1010900,,61384552,5729563,5061,3193749,769,4396892,-44137,375981,5586
1170,20250910,3894,5513,2381,735,,43468,5578405,6746277,2900501,1011635,,61428020,5737832,8269,3196408,2659,4397549,657,376043,62
1171,20250911,4255,5581,2296,765,,41794,5582660,6751858,2902797,1012400,,61469814,5741176,3344,3195779,-629,4397545,-4,376495,452
1172,20250912,4135,5487,2246,791,,42474,5586795,6757345,2905043,1013191,,61512288,5740955,-221,3198977,3198,4437500,39955,377240,745
1173,20250913,3502,4687,1953,657,,34851,5590297,6762032,2906996,1013848,,61547139,5741601,646,3204605,5628,4471273,33773,377337,97
1174,20250914,1005,1294,577,174,,13914,5591302,6763326,2907573,1014022,,61561053,5741966,365,3205501,896,4476555,5282,375472,-1865
1175,20250915,848,1094,546,163,,13539,5592150,6764420,2908119,1014185,,61574592,5748075,6109,3207772,2271,4436772,-39783,369334,-6138
1176,20250916,3806,5367,2266,718,,38888,5595956,6769787,2910385,1014903,,61613480,5761732,13657,3209308,1536,4396675,-40097,375815,6481
1177,20250917,4063,5568,2360,693,,41355,5600019,6775355,2912745,1015596,,61654835,5750294,-11438,3212382,3074,4373764,-22911,375880,65
1178,20250918,4022,5748,2440,763,,43239,5604041,6781103,2915185,1016359,,61698074,5752292,1998,3211771,-611,4382993,9229,375403,-477
1179,20250919,4306,5833,2300,805,,40309,5608347,6786936,2917485,1017164,,61738383,5763577,11285,3215526,3755,4421586,38593,374689,-714
1180,20250920,3228,4622,1899,594,,37765,5611575,6791558,2919384,1017758,,61776148,5767668,4091,3220694,5168,4454516,32930,365845,-8844
1181,20250921,1166,1281,649,184,,15195,5612741,6792839,2920033,1017942,,61791343,5763844,-3824,3225994,5300,4454741,225,363549,-2296
1182,20250922,1092,1268,676,175,,12401,5613833,6794107,2920709,1018117,,61803744,5769609,5765,3226633,639,4424003,-30738,356564,-6985
1183,20250923,3888,5342,2410,811,,43179,5617721,6799449,2923119,1018928,,61846923,5784421,14812,3231127,4494,4387210,-36793,354189,-2375
1184,20250924,4090,5829,2686,832,,44845,5621811,6805278,2925805,1019760,,61891768,5778367,-6054,3231412,285,4393154,5944,351982,-2207
1185,20250925,4020,5795,2480,812,,45330,5625831,6811073,2928285,1020572,,61937098,5783349,4982,3233682,2270,4403320,10166,343239,-8743
1186,20250926,3937,5269,2269,717,,41628,5629768,6816342,2930554,1021289,,61978726,5789397,6048,3237831,4149,4444456,41136,335019,-8220
1187,20250927,3296,4773,2018,738,,38666,5633064,6821115,2932572,1022027,,62017392,5791219,1822,3243373,5542,4480257,35801,325997,-9022
1188,20250928,1137,1437,679,180,,15441,5634201,6822552,2933251,1022207,,62032833,5785547,-5672,3248509,5136,4483296,3039,317975,-8022
1189,20250929,1163,1488,722,181,,14312,5635364,6824040,2933973,1022388,,62047145,5779047,-6500,3249625,1116,4447016,-36280,310658,-7317
1190,20250930,3553,5297,2381,780,,38731,5638917,6829337,2936354,1023168,,62085876,5825496,46449,3254790,5165,4412965,-34051,308539,-2119
1191,20250930,3530,5177,2251,759,,45731,5642447,6834514,2938605,1023927,,62131607,5825199,-297,3257523,2733,4416208,3243,306558,-1981
1192,20251001,3350,4749,2161,766,,41403,5645797,6839263,2940766,1024693,,62173010,5910034,84835,3264080,6557,4424659,8451,298510,-8048
1193,20251002,3360,4888,1949,733,,41272,5649157,6844151,2942715,1025426,,62214282,5922692,12658,3264625,545,4464023,39364,290411,-8099
1194,20251003,1170,1469,703,177,,21051,5650327,6845620,2943418,1025603,,62235333,5922308,-384,3273644,9019,4471232,7209,281760,-8651
1195,20251004,732,1000,538,100,,10348,5651059,6846620,2943956,1025703,,62245681,5892792,-29516,3275133,1489,4474889,3657,273288,-8472
1196,20251005,738,734,514,77,,8440,5651797,6847354,2944470,1025780,,62254121,5800956,-91836,3275248,115,4434753,-40136,266200,-7088
1197,20251006,994,1264,659,133,,29914,5652791,6848618,2945129,1025913,,62284035,5807683,6727,3275735,487,4405697,-29056,264368,-1832
1198,20251007,2920,4024,2027,602,,37692,5655711,6852642,2947156,1026515,,62321727,5807878,195,3275737,2,4370895,-34802,262584,-1784
1199,20251008,3068,4578,1927,661,,39583,5658779,6857220,2949083,1027176,,62361310,5810133,2255,3269808,-5929,4355028,-15867,253584,-9000
1200,20251009,3453,5010,2147,692,,40347,5662232,6862230,2951230,1027868,,62401657,5802987,-7146,3272738,2930,4390816,35788,245839,-7745
1201,20251010,3120,4198,1805,606,,34392,5665352,6866428,2953035,1028474,,62436049,5810588,7601,3279374,6636,4422128,31312,237033,-8806
1202,20251011,935,1255,615,127,,12545,5666287,6867683,2953650,1028601,,62448594,5808602,-1986,3281045,1671,4426785,4657,228656,-8377
1203,20251012,976,1179,647,141,,11600,5667263,6868862,2954297,1028742,,62460194,5814404,5802,3281234,189,4384405,-42380,221068,-7588
1204,20251013,3278,4821,2288,652,26011,35927,5670541,6873683,2956585,1029394,26011,62496121,5821348,6944,3283903,2669,4337454,-46951,218874,-2194
1205,20251014,3344,5033,2248,638,343743,44548,5673885,6878716,2958833,1030032,369754,62540669,5821743,395,3285234,1331,4327139,-10315,216996,-1878
1206,20251015,4124,5396,2357,711,357293,41312,5678009,6884112,2961190,1030743,727047,62581981,5830492,8749,3284122,-1112,4328074,935,208078,-8918
1207,20251016,4025,5049,2291,698,338973,37032,5682034,6889161,2963481,1031441,1066020,62619013,5838084,7592,3280604,-3518,4354188,26114,199149,-8929
1208,20251017,3450,4909,2018,643,285385,39910,5685484,6894070,2965499,1032084,1351405,62658923,5840733,2649,3286755,6151,4393579,39391,189606,-9543
1209,20251018,1036,1257,630,152,64157,12181,5686520,6895327,2966129,1032236,1415562,62671104,5831902,-8831,3288401,1646,4394599,1020,180813,-8793
1210,20251019,925,1155,578,115,56673,10400,5687445,6896482,2966707,1032351,1472235,62681504,5837714,5812,3290028,1627,4353566,-41033,173183,-7630
1211,20251020,3388,4633,2198,669,307741,40786,5690833,6901115,2968905,1033020,1779976,62722290,5846150,8436,3289722,-306,4312727,-40839,171151,-2032
1212,20251021,4097,5569,2444,737,342528,43074,5694930,6906684,2971349,1033757,2122504,62765364,5857797,11647,3292436,2714,4309927,-2800,169335,-1816
1213,20251022,3774,5138,2237,666,359714,43867,5698704,6911822,2973586,1034423,2482218,62809231,5861115,3318,3290121,-2315,4312400,2473,159945,-9390
1214,20251023,3896,4927,2291,626,336411,75002,5702600,6916749,2975877,1035049,2818629,62884233,5858899,-2216,3295771,5650,4344312,31912,152264,-7681
1215,20251024,3260,4439,1840,608,267030,35864,5705860,6921188,2977717,1035657,3085659,62920097,5863630,4731,3297613,1842,4379384,35072,143003,-9261
1216,20251025,841,1037,564,109,60168,12081,5706701,6922225,2978281,1035766,3145827,62932178,5869261,5631,3301854,4241,4379728,344,135025,-7978
1217,20251026,967,1196,574,98,48459,10568,5707668,6923421,2978855,1035864,3194286,62942746,5874588,5327,3301858,4,4342863,-36865,127632,-7393
1218,20251027,3574,5123,2270,708,375119,40362,5711242,6928544,2981125,1036572,3569405,62983108,5883187,8599,3305728,3870,4302651,-40212,125542,-2090
1219,20251028,4137,5467,2413,737,362082,45041,5715379,6934011,2983538,1037309,3931487,63028149,5882342,-845,3305735,7,4299078,-3573,123411,-2131
1220,20251029,3840,5572,2331,681,369527,42415,5719219,6939583,2985869,1037990,4301014,63070564,5909334,26992,3305006,-729,4309944,10866,115855,-7556
1221,20251030,3902,5322,2319,763,389582,43758,5723121,6944905,2988188,1038753,4690596,63114322,5904862,-4472,3310146,5140,4348444,38500,107380,-8475
1222,20251101,2680,3807,1749,558,260204,35255,5725801,6948712,2989937,1039311,4950800,63149577,5997880,93018,3320427,10281,4376315,27871,98426,-8954
1223,20251102,869,1135,618,137,57272,15667,5726670,6949847,2990555,1039448,5008072,63165244,6001692,3812,3323487,3060,4376424,109,88795,-9631
1224,20251103,765,970,574,103,44616,10976,5727435,6950817,2991129,1039551,5052688,63176220,6006111,4419,3323496,9,4340601,-35823,81267,-7528
1225,20251104,1158,1539,708,227,75809,15310,5728593,6952356,2991837,1039778,5128497,63191530,6016302,10191,3323570,74,4293414,-47187,79524,-1743
1226,20251105,3494,4751,2219,644,361593,41143,5732087,6957107,2994056,1040422,5490090,63232673,5964070,-52232,3323572,2,4256471,-36943,77909,-1615
1227,20251106,3807,5209,2309,676,393792,63850,5735894,6962316,2996365,1041098,5883882,63296523,5892608,-71462,3317728,-5844,4276170,19699,68511,-9398
1228,20251107,3942,5119,2275,712,364575,43992,5739836,6967435,2998640,1041810,6248457,63340515,5902214,9606,3320501,2773,4305936,29766,60362,-8149
1229,20251108,2962,4270,1961,596,291215,35312,5742798,6971705,3000601,1042406,6539672,63375827,5903853,1639,3325217,4716,4336556,30620,52840,-7522
1230,20251109,874,1258,616,124,67671,12347,5743672,6972963,3001217,1042530,6607343,63388174,5902016,-1837,3329670,4453,4337319,763,52871,31
1231,20251110,1011,1316,644,163,62977,12102,5744683,6974279,3001861,1042693,6670320,63400276,5907885,5869,3329800,130,4299498,-37821,52888,17
1232,20251111,3387,4937,2398,653,386824,39360,5748070,6979216,3004259,1043346,7057144,63439636,5916389,8504,3330452,652,4256776,-42722,52942,54
1233,20251112,3880,5538,2428,653,337162,39808,5751950,6984754,3006687,1043999,7394306,63479444,5908495,-7894,3333640,3188,4257038,262,52814,-128
1234,20251113,3653,5120,2410,685,366561,39993,5755603,6989874,3009097,1044684,7760867,63519437,5907874,-621,3332306,-1334,4287360,30322,52894,80
1235,20251114,3587,5152,2422,687,365910,43250,5759190,6995026,3011519,1045371,8126777,63562687,5919609,11735,3336043,3737,4326318,38958,52814,-80
1236,20251115,3493,4759,2126,638,305595,36583,5762683,6999785,3013645,1046009,8432372,63599270,5931580,11971,3341092,5049,4363549,37231,52889,75
1237,20251116,1018,1275,658,150,75127,13987,5763701,7001060,3014303,1046159,8507499,63613257,5921279,-10301,3346035,4943,4364303,754,52922,33
1238,20251117,921,1324,618,151,64018,11577,5764622,7002384,3014921,1046310,8571517,63624834,5917689,-3590,3346043,8,4355791,-8512,52939,17
1239,20251118,3272,4899,2450,620,326830,36119,5767894,7007283,3017371,1046930,8898347,63660953,5926839,9150,3349597,3554,4321596,-34195,52995,56
1240,20251119,3808,5501,2591,707,357713,39365,5771702,7012784,3019962,1047637,9256060,63700318,5937244,10405,3349608,11,4323221,1625,52864,-131
