,dt,f1,f5,f2,f4,agg,f3,cd_f1,cd_f5,cd_f2,cd_f4,cd_agg,cd_f3,Size,cd_coper,sz_anal,cd_anal,sz_dist,cd_dist,sz_logg,cd_logg
642,20240328,1248,1502,822,146,,11843,4116254,4936257,2196603,753848,,45381881,4186944,3975,2211893,1667,3839302,2159,2519484,-6830
643,20240329,1104,1320,799,137,,6552,4117358,4937577,2197402,753985,,45388433,4191076,4132,2214322,2429,3812964,-26338,2473712,-45772
644,20240330,3306,4317,1730,625,,34897,4120664,4941894,2199132,754610,,45423330,4204988,13912,2217515,3193,3793522,-19442,2539262,65550
645,20240401,3801,4372,1882,541,,36120,4124465,4946266,2201014,755151,,45459450,4253815,48827,2217523,8,3799894,6372,2546164,6902
646,20240402,3850,4249,1715,543,,42664,4128315,4950515,2202729,755694,,45502114,4256099,2284,2221227,3704,3819262,19368,2553302,7138
647,20240403,3659,4524,1763,563,,33149,4131974,4955039,2204492,756257,,45535263,4202823,-53276,2221415,188,3851502,32240,2556451,3149
648,20240404,2861,3872,1566,571,,38697,4134835,4958911,2206058,756828,,45573960,4203828,1005,2225429,4014,3856538,5036,2556949,498
649,20240405,1210,1426,814,105,,27918,4136045,4960337,2206872,756933,,45601878,4205377,1549,2226738,1309,3861740,5202,2550301,-6648
650,20240406,1284,1457,843,137,,13817,4137329,4961794,2207715,757070,,45615695,4213141,7764,2226304,-434,3836840,-24900,2501323,-48978
651,20240407,3683,4412,1746,587,,27569,4141012,4966206,2209461,757657,,45643264,4222436,9295,2229180,2876,3819534,-17306,2564927,63604
652,20240408,4093,4498,1764,616,,42437,4145105,4970704,2211225,758273,,45685701,4205143,-17293,2229182,2,3825357,5823,2576085,11158
653,20240409,3828,4661,1766,616,,28506,4148933,4975365,2212991,758889,,45714207,4208467,3324,2229771,589,3848963,23606,2580463,4378
654,20240410,3873,4669,1702,562,,37920,4152806,4980034,2214693,759451,,45752127,4219419,10952,2232484,2713,3875775,26812,2583575,3112
655,20240411,3041,3947,1534,577,,33217,4155847,4983981,2216227,760028,,45785344,4223487,4068,2236769,4285,3881582,5807,2584000,425
656,20240412,1325,1525,849,147,,11479,4157172,4985506,2217076,760175,,45796823,4219558,-3929,2238239,1470,3886973,5391,2576720,-7280
657,20240413,1136,1400,801,121,,12057,4158308,4986906,2217877,760296,,45808880,4234108,14550,2238268,29,3863727,-23246,2532966,-43754
658,20240414,3418,4392,1749,615,,28666,4161726,4991298,2219626,760911,,45837546,4235009,901,2241314,3046,3843651,-20076,2601987,69021
659,20240415,3808,4502,1724,588,,35710,4165534,4995800,2221350,761499,,45873256,4232019,-2990,2241316,2,3849944,6293,2664830,62843
660,20240416,3978,4798,1767,631,,36839,4169512,5000598,2223117,762130,,45910095,4235094,3075,2243881,2565,3871759,21815,2676505,11675
661,20240417,3349,4091,1621,588,,35485,4172861,5004689,2224738,762718,,45945580,4241754,6660,2247170,3289,3898369,26610,2676863,358
662,20240418,3192,4356,1671,683,,30744,4176053,5009045,2226409,763401,,45976324,4244511,2757,2251563,4393,3903795,5426,2673556,-3307
663,20240419,1263,1437,833,112,,18941,4177316,5010482,2227242,763513,,45995265,4243771,-740,2253110,1547,3910285,6490,2672229,-1327
664,20240420,1383,1539,865,104,,12844,4178699,5012021,2228107,763617,,46008109,4251467,7696,2252803,-307,3889151,-21134,2622723,-49506
665,20240421,3834,4593,1863,609,,30882,4182533,5016614,2229970,764226,,46038991,4259715,8248,2255586,2783,3863854,-25297,2693704,70981
666,20240422,4040,4651,1782,620,,44096,4186573,5021265,2231752,764846,,46083087,4293517,33802,2255588,2,3870578,6724,2699266,5562
667,20240423,3701,4706,1783,661,,34619,4190274,5025971,2233535,765507,,46117706,4294741,1224,2258040,2452,3898388,27810,2704904,5638
668,20240424,3450,4758,1735,620,,35859,4193724,5030729,2235270,766127,,46153565,4303706,8965,2259986,1946,3927012,28624,2705250,346
669,20240425,3330,4006,1549,582,,32988,4197054,5034735,2236819,766709,,46186553,4306150,2444,2264239,4253,3953537,26525,2705243,-7
670,20240426,1168,1399,799,143,,10567,4198222,5036134,2237618,766852,,46197120,4302368,-3782,2265758,1519,3957607,4070,2696196,-9047
671,20240427,1230,1395,857,121,,10732,4199452,5037529,2238475,766973,,46207852,4326197,23829,2265421,-337,3937898,-19709,2647732,-48464
672,20240428,3530,4303,1813,663,,33125,4202982,5041832,2240288,767636,,46240977,4325805,-392,2268323,2902,3912365,-25533,2712537,64805
673,20240429,3912,4582,1815,648,,34197,4206894,5046414,2242103,768284,,46275174,4310322,-15483,2267069,-1254,3917256,4891,2718753,6216
674,20240430,3412,4391,1707,606,,30679,4210306,5050805,2243810,768890,,46305853,4331375,21053,2273250,6181,3936843,19587,2721677,2924
675,20240430,3640,4531,1761,622,,29669,4213946,5055336,2245571,769512,,46335522,4330239,-1136,2273251,1,3966882,30039,2723222,1545
676,20240501,2965,3548,1498,574,,29196,4216911,5058884,2247069,770086,,46364718,4388748,58509,2280360,7109,3967320,438,2723497,275
677,20240502,608,673,494,52,,6402,4217519,5059557,2247563,770138,,46371120,4337951,-50797,2284260,3900,3964594,-2726,2716356,-7141
678,20240503,1248,1378,862,116,,9328,4218767,5060935,2248425,770254,,46380448,4340485,2534,2284260,0,3925814,-38780,2660357,-55999
679,20240504,3337,4402,1829,643,,35752,4222104,5065337,2250254,770897,,46416200,4357915,17430,2286475,2215,3902704,-23110,2724649,64292
680,20240505,4121,4673,1928,629,,46938,4226225,5070010,2252182,771526,,46463138,4341042,-16873,2286477,2,3910631,7927,2732091,7442
681,20240506,3807,4506,1726,626,,34462,4230032,5074516,2253908,772152,,46497600,4344847,3805,2285957,-520,3935989,25358,2736404,4313
682,20240507,3809,4890,1790,702,,35039,4233841,5079406,2255698,772854,,46532639,4349726,4879,2288479,2522,3966255,30266,2745373,8969
683,20240508,3298,4428,1714,642,,37609,4237139,5083834,2257412,773496,,46570248,4352271,2545,2292956,4477,3972800,6545,2745882,509
684,20240509,1460,1610,844,155,,12518,4238599,5085444,2258256,773651,,46582766,4350199,-2072,2294447,1491,3976707,3907,2743204,-2678
685,20240510,1254,1347,852,117,,11034,4239853,5086791,2259108,773768,,46593800,4366333,16134,2294405,-42,3948679,-28028,2695158,-48046
686,20240511,3689,4234,1819,639,,36127,4243542,5091025,2260927,774407,,46629927,4367680,1347,2297706,3301,3929046,-19633,2759505,64347
687,20240512,4315,4904,1905,690,,39580,4247857,5095929,2262832,775097,,46669507,4365400,-2280,2296615,-1091,3935076,6030,2768248,8743
688,20240513,3810,4658,1799,590,,33740,4251667,5100587,2264631,775687,,46703247,4368473,3073,2300234,3619,3959744,24668,2771201,2953
689,20240514,3970,5189,1796,693,,36983,4255637,5105776,2266427,776380,,46740230,4374382,5909,2302912,2678,3988998,29254,2775826,4625
690,20240515,3517,4222,1636,626,,37056,4259154,5109998,2268063,777006,,46777286,4382908,8526,2307304,4392,3996616,7618,2776422,596
691,20240516,1434,1450,859,145,,12645,4260588,5111448,2268922,777151,,46789931,4384249,1341,2308895,1591,4001929,5313,2771130,-5292
692,20240517,1329,1416,847,112,,11684,4261917,5112864,2269769,777263,,46801615,4399738,15489,2308930,35,3972851,-29078,2721668,-49462
693,20240518,3790,4467,1895,680,,37845,4265707,5117331,2271664,777943,,46839460,4400741,1003,2312145,3215,3952524,-20327,2790792,69124
694,20240519,3892,4882,1839,688,,40336,4269599,5122213,2273503,778631,,46879796,4389336,-11405,2311795,-350,3961662,9138,2799745,8953
695,20240520,3986,4897,1815,619,,35581,4273585,5127110,2275318,779250,,46915377,4397745,8409,2315076,3281,3989251,27589,2808036,8291
696,20240521,3880,4833,1870,706,,32419,4277465,5131943,2277188,779956,,46947796,4409295,11550,2317368,2292,4019600,30349,2812435,4399
697,20240522,3134,3888,1621,576,,38425,4280599,5135831,2278809,780532,,46986221,4411832,2537,2321880,4512,4025673,6073,2812901,466
698,20240523,1461,1559,871,126,,12984,4282060,5137390,2279680,780658,,46999205,4405006,-6826,2323337,1457,4029066,3393,2805768,-7133
699,20240524,1358,1497,874,149,,13170,4283418,5138887,2280554,780807,,47012375,4422000,16994,2324405,1068,3997821,-31245,2758717,-47051
700,20240525,3818,4570,1845,613,,36951,4287236,5143457,2282399,781420,,47049326,4421719,-281,2327545,3140,3977970,-19851,2827876,69159
701,20240526,4008,4579,1831,665,,37624,4291244,5148036,2284230,782085,,47086950,4415535,-6184,2327545,0,3983092,5122,2832273,4397
702,20240527,4098,4910,1890,713,,34576,4295342,5152946,2286120,782798,,47121526,4419044,3509,2330929,3384,4010384,27292,2838184,5911
703,20240528,3949,4987,1814,677,,41200,4299291,5157933,2287934,783475,,47162726,4452869,33825,2334249,3320,4046057,35673,2845393,7209
704,20240529,3325,4303,1687,695,,31484,4302616,5162236,2289621,784170,,47194210,4458655,5786,2340644,6395,4051058,5001,2845756,363
705,20240530,1458,1454,812,121,,16845,4304074,5163690,2290433,784291,,47211055,4434768,-23887,2342100,1456,4053819,2761,2836039,-9717
706,20240601,1102,1270,777,108,,6471,4305176,5164960,2291210,784399,,47217526,4445353,10585,2344834,2734,4026085,-27734,2784679,-51360
707,20240602,3808,4458,1805,703,,39363,4308984,5169418,2293015,785102,,47256889,4522448,77095,2348518,3684,3998196,-27889,2848753,64074
708,20240603,3745,4538,1786,700,,47136,4312729,5173956,2294801,785802,,47304025,4453515,-68933,2348524,6,4006984,8788,2850952,2199
709,20240604,3611,4500,1755,622,,39883,4316340,5178456,2296556,786424,,47343908,4454691,1176,2343774,-4750,4027386,20402,2853751,2799
710,20240605,3832,4590,1821,652,,35868,4320172,5183046,2298377,787076,,47379776,4468183,13492,2346239,2465,4053322,25936,2854107,356
711,20240606,3154,4021,1593,598,,38812,4323326,5187067,2299970,787674,,47418588,4472812,4629,2349971,3732,4059644,6322,2850531,-3576
712,20240607,1295,1366,840,122,,25114,4324621,5188433,2300810,787796,,47443702,4460941,-11871,2351349,1378,4078754,19110,2848564,-1967
713,20240608,1120,1190,789,104,,11642,4325741,5189623,2301599,787900,,47455344,4476761,15820,2351103,-246,4048186,-30568,2792254,-56310
714,20240609,3330,4371,1771,701,,33124,4329071,5193994,2303370,788601,,47488468,4476323,-438,2353882,2779,4026551,-21635,2853693,61439
715,20240610,3741,4553,1830,685,,39800,4332812,5198547,2305200,789286,,47528268,4465131,-11192,2353884,2,4032893,6342,2854137,444
716,20240611,3698,4693,1706,680,,35574,4336510,5203240,2306906,789966,,47563842,4466434,1303,2356108,2224,4059994,27101,2854735,598
717,20240612,3624,4642,1799,657,,34555,4340134,5207882,2308705,790623,,47598397,4478306,11872,2357977,1869,4088175,28181,2855237,502
718,20240613,2879,3638,1528,590,,32417,4343013,5211520,2310233,791213,,47630814,4482020,3714,2362149,4172,4093986,5811,2847606,-7631
719,20240614,1124,1460,788,133,,13615,4344137,5212980,2311021,791346,,47644429,4483418,1398,2363457,1308,4097211,3225,2835316,-12290
720,20240615,1068,1338,792,138,,12289,4345205,5214318,2311813,791484,,47656718,4490926,7508,2362944,-513,4070952,-26259,2783573,-51743
721,20240616,3559,4495,1733,690,,30990,4348764,5218813,2313546,792174,,47687708,4504970,14044,2366182,3238,4046255,-24697,2846665,63092
722,20240617,3536,4609,1785,736,,43856,4352300,5223422,2315331,792910,,47731564,4489383,-15587,2366183,1,4054627,8372,2847075,410
723,20240618,3173,4056,1718,678,,33452,4355473,5227478,2317049,793588,,47765016,4493200,3817,2367022,839,4077594,22967,2845797,-1278
724,20240619,2856,4094,1504,605,,32160,4358329,5231572,2318553,794193,,47797176,4502218,9018,2367022,0,4102719,25125,2840491,-5306
725,20240620,2594,3445,1505,573,,32787,4360923,5235017,2320058,794766,,47829963,4507629,5411,2370407,3385,4108950,6231,2835140,-5351
726,20240621,1024,1223,760,130,,12835,4361947,5236240,2320818,794896,,47842798,4511126,3497,2371629,1222,4111594,2644,2823012,-12128
727,20240622,875,1093,720,99,,10671,4362822,5237333,2321538,794995,,47853469,4525824,14698,2371159,-470,4078776,-32818,2775947,-47065
728,20240623,2040,2741,1293,410,,25892,4364862,5240074,2322831,795405,,47879361,4528117,2293,2371932,773,4052423,-26353,2818971,43024
729,20240624,926,1287,864,151,,15477,4365788,5241361,2323695,795556,,47894838,4507794,-20323,2371932,0,4049536,-2887,2819235,264
730,20240625,657,668,628,22,,7376,4366445,5242029,2324323,795578,,47902214,4507833,39,2367037,-4895,4027135,-22401,2766653,-52582
731,20240626,801,869,678,64,,11187,4367246,5242898,2325001,795642,,47913401,4517651,9818,2366620,-417,4021670,-5465,2691534,-75119
732,20240627,1159,1533,885,151,,15883,4368405,5244431,2325886,795793,,47929284,4517573,-78,2367945,1325,4021668,-2,2619949,-71585
733,20240628,1061,1200,781,89,,10866,4369466,5245631,2326667,795882,,47940150,4515544,-2029,2368920,975,4004889,-16779,2570497,-49452
734,20240629,929,1088,750,91,,10561,4370395,5246719,2327417,795973,,47950711,4539429,23885,2367871,-1049,3978960,-25929,2511595,-58902
735,20240630,1525,2134,1062,244,,13999,4371920,5248853,2328479,796217,,47964710,4555521,16092,2371102,3231,3957167,-21793,2535322,23727
736,20240630,1151,1711,997,171,,24715,4373071,5250564,2329476,796388,,47989425,4525107,-30414,2371104,2,3949375,-7792,2535659,337
737,20240701,842,964,739,89,,5114,4373913,5251528,2330215,796477,,47994539,4528052,2945,2367582,-3522,3939708,-9667,2492806,-42853
738,20240702,2038,2629,1362,369,,25255,4375951,5254157,2331577,796846,,48019794,4607380,79328,2367582,0,3961013,21305,2421365,-71441
739,20240703,2226,2792,1422,410,,38516,4378177,5256949,2332999,797256,,48058310,4610328,2948,2368582,1000,3968667,7654,2399605,-21760
740,20240704,1242,1437,848,114,,37480,4379419,5258386,2333847,797370,,48095790,4542527,-67801,2370991,2409,3974940,6273,2379130,-20475
741,20240705,1205,1376,827,99,,11843,4380624,5259762,2334674,797469,,48107633,4557369,14842,2370702,-289,3949617,-25323,2321921,-57209
742,20240706,2789,3387,1677,514,,31554,4383413,5263149,2336351,797983,,48139187,4559785,2416,2373210,2508,3925213,-24404,2380397,58476
743,20240707,3450,4193,1722,584,,29742,4386863,5267342,2338073,798567,,48168929,4552285,-7500,2373210,0,3925521,308,2381088,691
744,20240708,3647,3811,1689,465,,36827,4390510,5271153,2339762,799032,,48205756,4556196,3911,2373418,208,3943330,17809,2372859,-8229
745,20240709,3319,4040,1730,531,,32023,4393829,5275193,2341492,799563,,48237779,4555575,-621,2374886,1468,3968097,24767,2363895,-8964
746,20240710,2920,3536,1495,581,,29053,4396749,5278729,2342987,800144,,48266832,4562648,7073,2379422,4536,3973639,5542,2354763,-9132
747,20240711,1194,1542,591,155,,17947,4397943,5280271,2343578,800299,,48284779,4560447,-2201,2380877,1455,3973627,-12,2342111,-12652
748,20240712,1213,1451,649,188,,13650,4399156,5281722,2344227,800487,,48298429,4575027,14580,2380446,-431,3944692,-28935,2290637,-51474
749,20240713,3514,4031,1561,577,,29786,4402670,5285753,2345788,801064,,48328215,4576933,1906,2383352,2906,3923251,-21441,2355294,64657
750,20240714,3562,4120,1480,598,,38396,4406232,5289873,2347268,801662,,48366611,4573408,-3525,2383354,2,3928811,5560,2355626,332
751,20240715,3680,4427,1505,588,,40054,4409912,5294300,2348773,802250,,48406665,4581315,7907,2385194,1840,3958507,29696,2354410,-1216
752,20240716,3964,4254,1500,564,,36798,4413876,5298554,2350273,802814,,48443463,4586511,5196,2387186,1992,3987639,29132,2352500,-1910
753,20240717,3282,4192,1484,660,,37981,4417158,5302746,2351757,803474,,48481444,4590581,4070,2392057,4871,3993170,5531,2346569,-5931
754,20240718,1183,1560,610,175,,14324,4418341,5304306,2352367,803649,,48495768,4587713,-2868,2393565,1508,3993302,132,2334867,-11702
755,20240719,1271,1379,651,183,,12753,4419612,5305685,2353018,803832,,48508521,4605051,17338,2393306,-259,3961369,-31933,2287901,-46966
756,20240720,3485,4237,1657,698,,32073,4423097,5309922,2354675,804530,,48540594,4609566,4515,2396675,3369,3941938,-19431,2359102,71201
757,20240721,3836,4333,1554,633,,41243,4426933,5314255,2356229,805163,,48581837,4604124,-5442,2396677,2,3949334,7396,2360931,1829
758,20240722,3407,4533,1506,624,,39213,4430340,5318788,2357735,805787,,48621050,4607588,3464,2399148,2471,3975850,26516,2361511,580
759,20240723,3544,4572,1514,648,,31614,4433884,5323360,2359249,806435,,48652664,4617913,10325,2401056,1908,4005877,30027,2361661,150
760,20240724,2983,4178,1413,671,,39729,4436867,5327538,2360662,807106,,48692393,4622025,4112,2405790,4734,4010920,5043,2360530,-1131
761,20240725,980,1356,556,141,,12186,4437847,5328894,2361218,807247,,48704579,4616890,-5135,2407242,1452,4011568,648,2354098,-6432
762,20240726,1248,1429,625,161,,12874,4439095,5330323,2361843,807408,,48717453,4619212,2322,2407532,290,3983104,-28464,2307219,-46879
763,20240727,3340,3996,1578,647,,38097,4442435,5334319,2363421,808055,,48755550,4635415,16203,2410584,3052,3958978,-24126,2374102,66883
764,20240728,3601,4370,1534,605,,32063,4446036,5338689,2364955,808660,,48787613,4623792,-11623,2410584,0,3960727,1749,2376102,2000
765,20240729,3535,4526,1644,630,,59580,4449571,5343215,2366599,809290,,48847193,4634257,10465,2412345,1761,4015754,55027,2381951,5849
766,20240730,3457,4418,1530,675,,37061,4453028,5347633,2368129,809965,,48884254,4669088,34831,2417680,5335,4045623,29869,2382484,533
767,20240731,3053,3853,1450,660,,33905,4456081,5351486,2369579,810625,,48918159,4667270,-1818,2422474,4794,4050696,5073,2382858,374
768,20240801,837,1220,470,120,,15617,4456918,5352706,2370049,810745,,48933776,4645700,-21570,2426999,4525,4047031,-3665,2379780,-3078
769,20240802,1127,1456,635,163,,8104,4458045,5354162,2370684,810908,,48941880,4661955,16255,2427037,38,4008080,-38951,2333648,-46132
770,20240803,3184,3822,1545,633,,36906,4461229,5357984,2372229,811541,,48978786,4724803,62848,2431457,4420,3979286,-28794,2402533,68885
771,20240804,3862,4206,1636,677,,58570,4465091,5362190,2373865,812218,,49037356,4657326,-67477,2431465,8,4004121,24835,2405767,3234
772,20240805,3237,3915,1473,544,,38732,4468328,5366105,2375338,812762,,49076088,4660856,3530,2427994,-3471,4023465,19344,2406276,509
773,20240806,3508,4497,1547,647,,36665,4471836,5370602,2376885,813409,,49112753,4670921,10065,2429600,1606,4052859,29394,2409611,3335
774,20240807,3115,4071,1387,605,,39419,4474951,5374673,2378272,814014,,49152172,4673851,2930,2434143,4543,4057220,4361,2411673,2062
775,20240808,1129,1638,629,220,,14634,4476080,5376311,2378901,814234,,49166806,4663391,-10460,2435995,1852,4058445,1225,2412067,394
776,20240809,1087,1308,633,171,,11700,4477167,5377619,2379534,814405,,49178506,4679802,16411,2435699,-296,4029174,-29271,2371301,-40766
777,20240810,3344,4099,1552,597,,36187,4480511,5381718,2381086,815002,,49214693,4682364,2562,2438367,2668,4001426,-27748,2443197,71896
778,20240811,3696,4392,1570,620,,31942,4484207,5386110,2382656,815622,,49246635,4671120,-11244,2438367,0,4008916,7490,2472459,29262
779,20240812,4114,4366,1657,639,,40508,4488321,5390476,2384313,816261,,49287143,4674396,3276,2441179,2812,4037257,28341,2528120,55661
780,20240813,3665,4443,1589,661,,31389,4491986,5394919,2385902,816922,,49318532,4686621,12225,2443795,2616,4064960,27703,2601204,73084
781,20240814,3287,3873,1369,578,,37283,4495273,5398792,2387271,817500,,49355815,4688430,1809,2447830,4035,4068804,3844,2660139,58935
782,20240815,1084,1270,624,175,,12087,4496357,5400062,2387895,817675,,49367902,4694834,6404,2449271,1441,4069972,1168,2660577,438
783,20240816,989,1270,575,150,,12187,4497346,5401332,2388470,817825,,49380089,4713766,18932,2449084,-187,4034030,-35942,2647461,-13116
784,20240817,3700,4219,1567,617,,28684,4501046,5405551,2390037,818442,,49408773,4716652,2886,2452487,3403,4009540,-24490,2718717,71256
785,20240818,3554,4225,1602,644,,44545,4504600,5409776,2391639,819086,,49453318,4700890,-15762,2452492,5,4017974,8434,2756086,37369
786,20240819,3894,4711,1633,679,,34356,4508494,5414487,2393272,819765,,49487674,4691707,-9183,2455193,2701,4049749,31775,2802266,46180
787,20240820,3740,4849,1659,761,,41107,4512234,5419336,2394931,820526,,49528781,4705561,13854,2455857,664,4075135,25386,2873480,71214
788,20240821,2872,3834,1397,619,,34630,4515106,5423170,2396328,821145,,49563411,4709918,4357,2460172,4315,4081794,6659,2882566,9086
789,20240822,1125,1463,622,169,,12279,4516231,5424633,2396950,821314,,49575690,4713599,3681,2461814,1642,4086387,4593,2882976,410
790,20240823,1155,1441,673,157,,12698,4517386,5426074,2397623,821471,,49588388,4724409,10810,2461857,43,4084013,-2374,2841901,-41075
791,20240824,3521,4133,1625,625,,32360,4520907,5430207,2399248,822096,,49620748,4729413,5004,2464605,2748,4118960,34947,2911152,69251
792,20240825,3363,4311,1555,682,,35697,4524270,5434518,2400803,822778,,49656445,4712906,-16507,2464608,3,4144853,25893,2918469,7317
793,20240826,3504,3871,1614,655,,35640,4527774,5438389,2402417,823433,,49692085,4722091,9185,2467291,2683,4176492,31639,2920757,2288
794,20240827,3917,4729,1596,677,,36166,4531691,5443118,2404013,824110,,49728251,4759118,37027,2471105,3814,4204860,28368,2926576,5819
795,20240828,2952,3952,1351,623,,35201,4534643,5447070,2405364,824733,,49763452,4761834,2716,2476119,5014,4226419,21559,2927156,580
796,20240901,1009,1324,588,159,,13285,4535652,5448394,2405952,824892,,49776737,4743545,-18289,2480900,4781,4232084,5665,2923621,-3535
797,20240902,1121,1510,634,159,,12498,4536773,5449904,2406586,825051,,49789235,4751464,7919,2481367,467,4220398,-11686,2871061,-52560
798,20240903,3585,4262,1618,616,,39265,4540358,5454166,2408204,825667,,49828500,4824302,72838,2485424,4057,4233548,13150,2939197,68136
799,20240904,3783,4402,1608,645,,48027,4544141,5458568,2409812,826312,,49876527,4760039,-64263,2485431,7,4242571,9023,2939853,656
800,20240905,3778,4860,1593,673,,44354,4547919,5463428,2411405,826985,,49920881,4763870,3831,2483063,-2368,4260406,17835,2943703,3850
801,20240906,3450,4738,1599,666,,42729,4551369,5468166,2413004,827651,,49963610,4774525,10655,2485563,2500,4300330,39924,2946627,2924
802,20240907,3366,4367,1493,681,,41740,4554735,5472533,2414497,828332,,50005350,4776293,1768,2489698,4135,4305396,5066,2947192,565
803,20240908,1308,1488,616,173,,14944,4556043,5474021,2415113,828505,,50020294,4763522,-12771,2491456,1758,4310802,5406,2941409,-5783
804,20240909,1016,1252,561,151,,12053,4557059,5475273,2415674,828656,,50032347,4775033,11511,2491392,-64,4288447,-22355,2886054,-55355
805,20240910,3579,4421,1619,675,,30221,4560638,5479694,2417293,829331,,50062568,4777481,2448,2494523,3131,4268326,-20121,2948781,62727
806,20240911,4270,4801,1692,739,,41157,4564908,5484495,2418985,830070,,50103725,4771884,-5597,2494525,2,4280335,12009,2955339,6558
807,20240912,3883,4642,1653,681,,37930,4568791,5489137,2420638,830751,,50141655,4775005,3121,2497220,2695,4310524,30189,2959099,3760
808,20240913,3969,4843,1644,688,,37097,4572760,5493980,2422282,831439,,50178752,4787071,12066,2500191,2971,4339693,29169,2963415,4316
809,20240914,3257,3886,1392,628,,39738,4576017,5497866,2423674,832067,,50218490,4788642,1571,2504367,4176,4344336,4643,2963931,516
810,20240915,1259,1444,635,184,,13403,4577276,5499310,2424309,832251,,50231893,4793988,5346,2506131,1764,4348589,4253,2956324,-7607
811,20240916,988,1196,595,143,,11770,4578264,5500506,2424904,832394,,50243663,4800164,6176,2505980,-151,4319624,-28965,2903644,-52680
812,20240917,3849,4262,1666,699,,35946,4582113,5504768,2426570,833093,,50279609,4815741,15577,2509752,3772,4293729,-25895,2970982,67338
813,20240918,4311,4925,1731,833,,44418,4586424,5509693,2428301,833926,,50324027,4798259,-17482,2509753,1,4304935,11206,2981476,10494
814,20240919,4146,4886,1678,748,,37267,4590570,5514579,2429979,834674,,50361294,4804576,6317,2513330,3577,4337499,32564,2987986,6510
815,20240920,4275,5110,1642,805,,40319,4594845,5519689,2431621,835479,,50401613,4815220,10644,2516682,3352,4374123,36624,2988553,567
816,20240921,3217,4037,1411,705,,43308,4598062,5523726,2433032,836184,,50444921,4618398,-196822,2520797,4115,4379528,5405,2985546,-3007
817,20240922,1249,1563,671,199,,13946,4599311,5525289,2433703,836383,,50458867,4620019,1621,2522713,1916,4384941,5413,2978549,-6997
818,20240923,1025,1329,612,141,,11195,4600336,5526618,2434315,836524,,50470062,4622621,2602,2523544,831,4354723,-30218,2926713,-51836
819,20240924,3908,5006,1660,757,,35601,4604244,5531624,2435975,837281,,50505663,4635577,12956,2528465,4921,4336356,-18367,2998132,71419
820,20240925,3947,4907,1800,832,,44729,4608191,5536531,2437775,838113,,50550392,4620736,-14841,2529533,1068,4347630,11274,3084156,86024
821,20240926,4055,4818,1684,693,,40440,4612246,5541349,2439459,838806,,50590832,4626464,5728,2534641,5108,4383895,36265,3090271,6115
822,20240927,3623,4746,1585,765,,39025,4615869,5546095,2441044,839571,,50629857,4636344,9880,2538280,3639,4420651,36756,3096661,6390
823,20240928,3152,3998,1432,665,,42129,4619021,5550093,2442476,840236,,50671986,4659089,22745,2543075,4795,4425336,4685,3097288,627
824,20240929,955,1174,587,154,,10915,4619976,5551267,2443063,840390,,50682901,4643329,-15760,2544407,1332,4429677,4341,3087342,-9946
825,20240930,844,1045,558,122,,5780,4620820,5552312,2443621,840512,,50688681,4649063,5734,2548081,3674,4402542,-27135,3030731,-56611
826,20240930,3886,4452,1798,771,,40734,4624706,5556764,2445419,841283,,50729415,4654380,5317,2552528,4447,4360881,-41661,3094074,63343
827,20241001,3712,4669,1559,652,,39067,4628418,5561433,2446978,841935,,50768482,4728935,74555,2552529,1,4368904,8023,3094819,745
828,20241002,3438,4134,1511,643,,43056,4631856,5565567,2448489,842578,,50811538,4730315,1380,2558533,6004,4398892,29988,3095184,365
829,20241003,3771,4634,1488,635,,35168,4635627,5570201,2449977,843213,,50846706,4670107,-60208,2558547,14,4438546,39654,3087007,-8177
830,20241004,3410,4092,1437,551,,36253,4639037,5574293,2451414,843764,,50882959,4671444,1337,2561437,2890,4442924,4378,3087735,728
831,20241005,982,1219,536,134,,25191,4640019,5575512,2451950,843898,,50908150,4676941,5497,2563096,1659,4442152,-772,3079029,-8706
832,20241006,911,1038,532,139,,10949,4640930,5576550,2452482,844037,,50919099,4693895,16954,2562669,-427,4406712,-35440,3027441,-51588
833,20241007,3063,3900,1363,570,,30888,4643993,5580450,2453845,844607,,50949987,4697522,3627,2566001,3332,4378964,-27748,3089115,61674
834,20241008,3622,4194,1545,627,,36309,4647615,5584644,2455390,845234,,50986296,4685554,-11968,2566035,34,4384974,6010,3089981,866
835,20241009,3439,4281,1422,566,,39014,4651054,5588925,2456812,845800,,51025310,4658338,-27216,2567467,1432,4409770,24796,3090537,556
836,20241010,3335,4192,1476,577,,28180,4654389,5593117,2458288,846377,,51053490,4671685,13347,2569973,2506,4438620,28850,3090421,-116
837,20241011,2940,3592,1236,533,,36850,4657329,5596709,2459524,846910,,51090340,4676348,4663,2573574,3601,4444143,5523,3087036,-3385
838,20241012,982,1211,525,129,,10912,4658311,5597920,2460049,847039,,51101252,4678570,2222,2574956,1382,4442395,-1748,3070287,-16749
839,20241013,793,1097,546,135,,10657,4659104,5599017,2460595,847174,,51111909,4692184,13614,2574942,-14,4414081,-28314,3017026,-53261
840,20241014,3354,4126,1519,629,,28782,4662458,5603143,2462114,847803,,51140691,4693841,1657,2577746,2804,4388471,-25610,3078291,61265
841,20241015,3768,4396,1558,589,,42501,4666226,5607539,2463672,848392,,51183192,4685613,-8228,2577752,6,4396961,8490,3079118,827
842,20241016,3819,4757,1551,712,,35718,4670045,5612296,2465223,849104,,51218910,4690388,4775,2579918,2166,4432920,35959,3081303,2185
